cart_health_score,cart_item_count,cart_fruits_and_vegetables,cart_whole_grain_foods,cart_meat_and_alternatives,cart_dairy_and_alternatives,cart_energy_kj,cart_energy_kj_missing,cart_fat,cart_fat_missing,cart_saturated_fat,cart_saturated_fat_missing,cart_carbohydrates,cart_carbohydrates_missing,cart_sugars,cart_sugars_missing,cart_fiber,cart_fiber_missing,cart_protein,cart_protein_missing,cart_salt,cart_salt_missing,cart_sodium,cart_sodium_missing,candidate_score,candidate_energy_kj,candidate_energy_kj_missing,candidate_fat,candidate_fat_missing,candidate_saturated_fat,candidate_saturated_fat_missing,candidate_carbohydrates,candidate_carbohydrates_missing,candidate_sugars,candidate_sugars_missing,candidate_fiber,candidate_fiber_missing,candidate_protein,candidate_protein_missing,candidate_salt,candidate_salt_missing,candidate_sodium,candidate_sodium_missing,candidate_fruits_and_vegetables,candidate_whole_grain_foods,candidate_meat_and_alternatives,candidate_dairy_and_alternatives,action,candidate_barcode,candidate_name,before_score,after_score,score_change,replaced_barcode
-1.625,8,0,0,0,0,9387.736193116447,0,74.06335529991449,0,16.70540678667744,0,230.38803866844466,0,55.6502847769813,0,17.93867345833808,1,152.237176587609,0,18.51867280529215,1,7.407469122116854,1,-6.0,2943.8,0,78.0,0,10.0,0,2.3,0,1.5,0,0.0,0,1.1,0,1.3775,0,0.551,0,0,0,0,0,replace,0002100001599,Mayonnaise,-1.625,-2.25,-0.625,0013800991898
-1.1666666666666667,6,0,0,1,1,7260.8433571428395,0,144.428571428571,0,47.34555000000043,0,55.9143285714286,0,7.5714285714286,1,11.7714,1,51.957142857143,0,2.9735714642857203,0,1.1894285857142881,0,-3.0,612.5005,0,12.5,0,10.7143,0,7.1429,0,0.0,0,3.5714,0,0.0,0,0.71428575,0,0.2857143,0,0,0,0,0,remove,0011110038333,Non-dairy sour cream,-1.1667,-0.8,0.3667,
-2.375,8,0,0,0,2,7144.650183727031,0,103.40086614173231,0,66.62469816272969,0,103.10887139107612,0,49.95406824146982,0,8.166666666666671,1,88.9431758530183,0,7.55631233595801,0,3.022524934383207,0,-1.0,137.1,0,0.1,0,0.1,0,7.6,0,7.6,0,0.1,0,0.2,0,0.03,0,0.012,0,0,0,0,0,add,00030045,Iced Tea Spanish Peach,-2.375,-2.2222,0.1528,
-2.25,8,0,0,0,0,10755.362280701751,0,80.91999999999997,0,21.736512222222267,0,436.3338596491228,0,156.86570450292396,0,20.70079222222222,0,52.18111111111109,0,5.028577733918129,1,2.660374093567252,1,-2.0,478.600003957748,0,5.90000009536743,0,2.5,0,12.0,0,1.20000004768372,0,1.29999995231628,0,2.70000004768372,0,0.393700793268174,0,0.157480317307269,0,0,0,0,0,replace,00013020,Risotto courgettes,-2.25,-2.125,0.125,0021130505982
-1.3,10,0,0,1,2,11639.214993459482,0,117.48112710818607,0,19.393788989441887,1,322.9701298368296,0,107.4902444947212,0,47.44165638283249,1,83.66987248046097,0,3.703393581825036,1,1.4813574327300139,1,-1.0,1665.0,0,6.0,0,1.0,0,3.0,0,0.0,0,4.0,0,80.0,0,1.9,0,0.76,0,0,0,0,0,add,00176626,Pea protein isolate,-1.3,-1.2727,0.0273,
-0.3333333333333333,3,0,0,0,0,2753.490921714089,0,16.61818209561435,0,2.5818181471391197,0,18.4363639137962,0,2.27272727272727,0,4.909090909090909,0,105.05454531582919,0,3.4236936292054403,0,1.3694774516821762,0,-6.0,1522.0,0,20.0,0,2.0,0,40.0,0,19.0,0,0.0,1,6.0,0,4.6,0,1.84,0,0,0,0,0,add,0013087246902,Muffins de grains entiers banane,-0.3333,-1.75,-1.4167,
-2.0,4,0,0,0,0,4758.694444444443,0,15.50555555555556,0,4.15555555555556,0,215.5,0,92.78888888888889,0,1.3888888888888888,1,30.0222222222222,0,3.1,1,1.24,1,-2.0,1717.4,0,9.2,0,2.0,0,68.0,0,2.9,0,0.0,1,13.0,0,1.5,0,0.6,0,0,0,0,0,remove,00197977,Pain grillé,-2.0,-2.0,0.0,
-5.333333333333333,3,0,0,0,1,5434.40251572327,0,99.5597484276729,0,57.044025157232696,0,82.7672955974842,0,62.861635220125805,0,7.138364779874217,0,16.85534591194969,0,1.844339622641509,0,0.7377358490566039,0,-4.0,1036.5,0,24.0,0,16.0,0,3.0,0,3.0,0,0.5,0,5.5,0,1.2,0,0.48,0,0,0,0,0,add,0009853199871,Moment fromager,-5.3333,-5.0,0.3333,
-3.6666666666666665,3,0,0,0,0,6872.2,0,104.2,0,27.5,0,138.2,0,95.4,0,4.8,1,37.0,0,0.5,0,0.2,0,-1.0,352.8,0,3.7,0,0.8,0,9.6,0,2.4,0,0.0,1,3.1,0,0.4,0,0.16,0,0,0,0,0,replace,0001755029520,Plat Chaud Tian de legumes,-3.6667,-2.6667,1.0,0001002208291
-1.2222222222222223,9,1,0,0,0,8144.958610868654,1,169.3030517470142,0,55.155388471177915,1,236.5348329177967,1,73.34172443080661,1,14.186297341479689,1,67.65665634674929,1,2.8398245614035202,1,1.1359298245614071,1,2.0,253.4,0,0.2,0,0.1,0,13.1,0,12.0,0,1.0,0,0.9,0,0.1,0,0.04,0,1,0,0,0,remove,00076517,Banana & Berries,-1.2222,-1.625,-0.4028,
-1.3333333333333333,9,1,0,0,0,10241.97158633353,1,93.4581802085382,1,15.590056385219858,1,322.3488825496753,1,111.27900059020284,1,20.82820512820513,1,66.90954554397011,1,5.4725390189520615,1,2.1890156075808247,1,-3.0,2936.72255273121,0,10.8166576527853,0,5.40832882639265,0,86.5332612222823,0,0.0,0,75.716603569497,0,27.0416441319633,0,2.83937263385614,0,1.13574905354246,0,0,0,0,0,replace,0021130187140,Keto Buns,-1.3333,-1.3333,0.0,0010300808992
-2.0,5,1,0,0,0,8050.4,1,147.2,1,70.6,0,108.4,1,33.4,0,0.8,1,44.4,1,0.41000000000000003,1,0.164,1,-4.0,1700.0,0,0.0,0,0.0,0,100.0,0,73.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,add,0011210036796,"Tabasco Hot Cinnamon Candies, Cinnamon",-2.0,-2.3333,-0.3333,
-1.3333333333333333,3,0,0,0,0,3070.9483870967742,0,9.61290322580645,0,3.2,0,142.1483870967742,0,70.2,0,3.0,0,17.63225806451613,0,2.325,0,0.93,0,-1.0,323.65,0,1.18,0,0.59,0,12.94,0,10.59,0,0.0,0,3.53,0,0.11,0,0.044,0,0,0,0,1,replace,0007789045178,"Orange cream blended lowfat yogurt, orange cream",-1.3333,-0.6667,0.6667,0009663393983
-1.9,10,2,0,0,0,9716.07566463044,1,90.49120494409325,1,43.431843675204554,1,319.3994780141025,0,124.67160128882392,0,21.1385895254301,0,64.85004215339526,1,8.419594300360853,1,3.5448667524024104,1,-2.0,118.098720292504,0,0.0,0,0.0,0,6.9469835466179,0,6.9469835466179,0,0.0,1,0.0,0,0.0,1,0.0,1,0,0,0,0,replace,0012000286216,Peach Real Brewed Tea,-1.9,-1.7,0.2,0014100230243
-3.125,8,1,0,0,0,12965.08349816852,0,149.8679304029307,0,48.50009157509125,0,338.1042124542121,0,162.96542124542123,0,33.7599267399267,1,84.2875457875461,0,5.679652014652002,0,2.2718608058608014,0,1.0,214.0,0,2.4,0,1.5,0,5.3,0,2.9,0,1.7,0,1.3,0,0.5,0,0.2,0,1,0,0,0,add,00059688,Layered Classic Vegetables,-3.125,-2.6667,0.4583,
-2.2,5,0,0,0,0,6768.097297297297,0,115.95714285714286,0,19.2,1,112.8362934362935,0,51.926640926640886,0,13.04555984555984,1,26.59420849420849,0,2.41607142857143,1,0.966428571428571,1,-1.0,297.297297297297,0,0.0,0,0.0,0,14.8648648648649,0,8.78378378378378,0,2.7027027027027,0,1.35135135135135,0,0.0,0,0.0,0,0,0,0,0,remove,0014668501007,kiwis,-2.2,-2.5,-0.3,
-2.0,5,0,0,0,0,6472.57,1,56.08,1,15.049999999999999,1,163.3,1,81.1,1,6.7,1,92.23,1,1.471875,1,0.5887500000000001,1,-3.0,1999.33333333333,0,22.3333333333333,0,2.0,0,60.0,0,4.66666666666667,0,5.66666666666667,0,6.33333333333333,0,1.08333333333333,0,0.433333333333333,0,0,0,0,0,replace,0000200008321,Chilli Heatwave,-2.0,-2.6,-0.6,0000800100047
-0.6666666666666666,3,1,0,0,0,4707.37777777778,0,55.28,0,2.34,1,130.78666666666672,0,54.8066666666667,0,8.6,0,21.75555555555556,0,1.090833333333333,0,0.4363333333333333,0,4.0,830.1,0,1.2,0,0.3,0,38.1,0,0.9,0,4.5,0,6.0,0,0.01,0,0.004,0,1,0,0,0,remove,00033312,Compote de pomme banane,-0.6667,-3.0,-2.3333,
-2.2,5,0,0,0,0,4264.844444444439,1,27.22222222222222,1,6.64444444444441,1,109.3333333333333,1,35.555555555555586,0,5.12222222222222,1,90.82222222222188,1,3.6058334166666697,1,1.442333366666667,1,-1.0,0.0,1,0.0,1,0.0,1,8.0,0,6.0,0,2.0,0,2.0,0,0.0,1,0.0,1,0,0,0,0,remove,0003266100825,Tomates italiennes en dés,-2.2,-2.5,-0.3,
-0.8888888888888888,9,2,0,0,0,9558.648214285713,0,65.7796875,0,27.977968750000002,0,326.86151785714287,0,120.69375,1,15.89040178571429,1,83.74316964285714,0,11.858715863418581,0,4.7434690625,0,-3.0,2347.0,0,40.0,0,8.0,0,47.0,0,0.0,0,0.0,1,4.0,0,0.1,0,0.04,0,0,0,0,0,replace,0000944853492,Crema spalmabile extra dark,-0.8889,-1.0,-0.1111,0000931948807
-0.8571428571428571,7,0,0,0,1,6482.707450765185,0,66.73850374977133,0,16.081601731601705,1,169.82910798122063,0,73.5090909090909,1,1.51515151515152,1,64.85686848362863,0,5.531858766233769,1,2.2127435064935077,1,0.0,4.2,0,0.5,0,0.1,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0,0.0,0,0,0,0,0,add,00176828,Soda water,-0.8571,-0.75,0.1071,
-1.0,3,0,0,0,0,1146.5854086710513,0,20.0,0,7.62,1,6.25427043355256,0,1.90891902097035,1,17.34535141258221,1,9.5,0,5.19,0,2.076,0,0.0,221.0,0,3.0,0,1.5,0,5.0,0,3.0,0,1.0,0,1.0,0,0.0,1,0.0,1,0,0,0,0,add,00095404,Sweet pecante peppers with creamy cheese filling,-1.0,-0.75,0.25,
-1.5,8,1,0,0,0,40241.77180849942,0,630.1217431192662,0,411.9535779816514,0,141.471667814231,0,73.36231255931666,0,3.44827586206897,1,852.6272207851822,0,4.32627138020979,1,1.7247614256471333,1,-4.0,1590.23,0,4.55,0,0.0,0,74.55,0,27.27,0,0.0,1,9.09,0,0.7389,0,0.29556,0,0,0,0,0,replace,0011110025159,Maple brown sugar instant oatmeal,-1.5,-2.0,-0.5,0000501452004
0.4,5,2,0,0,0,3458.19999237061,0,38.9999996185303,0,19.70000002384186,1,73.60000076293949,0,28.30000009536743,1,2.0,1,43.999999618530275,0,1.925,1,0.7700000000000001,1,-5.0,1831.25,0,8.75,0,0.0,0,82.5,0,20.0,0,2.5,0,5.0,0,1.5625,0,0.625,0,0,0,0,0,replace,0016000225824,Strawberry Vanilla Chex,0.4,0.2,-0.2,0011110066312
-2.0,7,0,0,0,0,12147.25210939267,0,115.86015042362357,0,37.28571423803058,0,291.32205532857944,0,154.6075187969925,0,39.91203007518797,1,152.30325661948447,0,4.016522556390977,1,1.606609022556391,1,1.0,2882.0,0,68.5,0,7.5,0,3.3,0,2.6,0,5.2,0,14.7,0,0.02,0,0.008,0,0,0,1,0,add,00175661,Walnut pieces,-2.0,-1.625,0.375,
-1.3333333333333333,6,0,0,0,0,3736.96736842105,0,35.42315789473684,0,16.5,0,112.1947368421053,0,22.89473684210526,0,10.663157894736841,1,28.0526315789474,0,2.98970526315789,1,1.1952421052631579,1,-3.0,2128.57142857143,0,21.4285714285714,0,3.57142857142857,0,67.8571428571429,0,3.57142857142857,0,0.0,0,10.7142857142857,0,1.78571428571429,0,0.714285714285714,0,0,0,0,0,add,0015665000845,Aged White Cheddar,-1.3333,-1.5714,-0.2381,
-1.6,10,0,0,0,0,10361.732855387774,0,103.97418640183342,0,42.11016040396559,0,259.99056315203245,0,72.671963306945,0,10.790756314441932,1,118.14837261293206,0,9.427431168831163,1,3.7709724675324674,1,-1.0,1744.0,0,15.0,0,8.0,0,44.0,0,2.0,0,2.0,0,25.0,0,0.0,1,0.0,1,0,0,0,0,replace,0002811035061,Neapolitan Wood Oven Pizza,-1.6,-1.6,0.0,00013499
-1.3333333333333333,6,2,0,0,0,4984.04285714285,0,34.528571428571404,0,14.62857142857143,0,124.4142857142857,0,21.957142857142838,1,2.0142857142857142,1,93.04285714285714,0,9.07785714285715,0,3.631142857142854,0,1.0,185.7,0,2.6,0,0.4,0,3.9,0,3.1,0,1.2,0,0.8,0,0.61,0,0.244,0,1,0,0,0,remove,00115098,Gazpacho,-1.3333,-1.8,-0.4667,
-1.0,2,0,0,0,0,1432.1512605042021,0,0.5,0,0.01,0,76.0840336134454,0,71.56302521008404,0,10.140336134453783,0,2.3,0,0.0210084033613445,1,0.00840336134453781,1,-1.0,1254.0,0,0.5,0,0.01,0,66.0,0,64.0,0,9.3,0,2.3,0,0.0,1,0.0,1,0,0,0,0,remove,0001003275844,Dates,-1.0,-1.0,0.0,
1.0,2,0,0,0,1,776.4100000000001,0,4.02,0,2.82,0,16.25,0,13.34,0,0.0,0,21.560000000000002,0,0.125,0,0.049999999999999996,0,0.0,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.1,0,0.0,0,0.0,0,0,0,0,0,replace,00031123,Thé noir Aux épices de Noël,1.0,0.5,-0.5,0001900118002
0.3333333333333333,9,1,0,0,1,7604.456526114868,0,46.35294117647059,0,11.786666666666667,0,144.5698802706921,0,45.42838105153566,1,45.4,1,182.39123026201628,1,1.369411764705882,1,0.5477647058823529,1,0.0,1577.68,0,12.0,0,7.82,0,8.44,0,8.0,0,15.4,0,51.0,0,0.0,1,0.0,1,0,0,0,0,remove,00004601,Poudre de protéines d'amande,0.3333,0.375,0.0417,
-2.75,4,0,0,0,0,4077.782238442822,0,80.35008689607234,0,16.01564129301356,0,31.629092805005172,0,9.951442474800139,0,2.20090371915189,1,32.325130344108445,0,4.651710114702819,0,1.860684045881126,0,-3.0,532.0,0,10.8571428571429,0,3.88571428571429,0,5.37142857142857,0,3.42857142857143,0,1.71428571428571,0,1.48571428571429,0,0.888571428571429,0,0.355428571428571,0,0,0,0,0,remove,00151542,Iceberg Lettuce,-2.75,-2.6667,0.0833,
-2.857142857142857,7,1,0,0,0,7794.364101165381,1,85.21153850392392,1,25.606410277602972,1,248.8123062211906,0,96.14769104002576,0,11.95230764568362,1,30.293333350287543,1,4.54041231810491,1,1.8161649272419633,1,0.0,1645.65217391304,0,6.52173913043478,0,2.17391304347826,0,17.3913043478261,0,4.34782608695652,0,0.0,1,65.2173913043478,0,0.0,1,0.0,1,0,0,0,0,add,0003165634110,"100% Whey Protein+, Strawberry",-2.8571,-2.5,0.3571,
-3.75,4,0,0,0,0,4263.9,1,86.4466666666667,0,34.65,0,83.9066666666667,0,31.21666666666667,0,4.17,1,30.509999999999998,1,3.12,1,1.248,1,-1.0,749.9,0,8.78,0,3.65,0,19.24,0,1.55,0,2.17,0,5.51,0,0.67,0,0.268,0,0,0,0,0,remove,00002874,Butter chicken,-3.75,-4.6667,-0.9167,
-1.6666666666666667,6,0,0,0,0,7263.38,0,39.22,0,15.9,0,229.59,0,86.28999999999999,0,12.7,1,106.33,0,2.995,1,1.198,1,-4.0,1676.66666666667,0,4.1,0,0.8,0,81.9,0,37.8,0,5.6,0,7.9,0,1.6256,0,0.65024,0,0,0,0,0,add,0016000272019,LUCKY CHARMS,-1.6667,-2.0,-0.3333,
-2.2857142857142856,7,1,1,0,0,11221.821970774054,0,212.34432215358765,0,115.14945054945059,1,153.3058608058609,0,24.42271062271065,1,2.9256410017991703,1,43.2633699633699,0,4.12205128205128,1,1.648820512820513,1,0.0,8.5,0,0.0,0,0.0,0,0.3,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0,0,0,0,remove,0011156001049,Café latino,-2.2857,-2.6667,-0.381,
-1.3333333333333333,3,0,0,1,0,2176.678151260497,0,39.285714285714,0,12.5,1,21.2739495798319,0,6.49159663865548,1,3.52941176470588,1,19.60084033613488,0,3.925945378151418,1,1.5703781512605672,1,-5.0,1757.14285714285,0,39.285714285714,0,12.5,0,1.7857142857143,0,1.7857142857143,0,0.0,0,16.071428571429,0,3.7053571428573,0,1.48214285714292,0,0,0,1,0,remove,0017869707476,Genoa Salami,-1.3333,0.5,1.8333,
-1.5,10,0,0,1,0,8807.775317100291,1,96.83694351857139,1,43.0585714285714,1,231.05890365448505,0,71.11857142857143,1,24.775581395348837,1,71.87661138965312,1,13.643580481727579,1,5.457432192691029,1,-1.0,1056.97674405047,0,3.48837209,0,0.0,1,44.1860465116279,0,0.0,1,2.32558139534884,0,9.30232558,0,1.27906976744186,0,0.511627906976744,0,0,0,0,0,remove,0021130118878,Sliced Sourdough Bread,-1.5,-1.5556,-0.0556,
-3.7142857142857144,7,0,0,0,0,8384.64186234818,0,52.9846153846154,0,22.06923076923077,1,352.048987854251,0,190.4008097165992,0,6.71263888888889,1,31.406153846153853,0,3.541700404858299,1,1.51668016194332,1,-2.0,228.72,0,0.2,0,0.04,0,12.1,0,11.64,0,0.89,0,0.5,0,0.0,1,0.0,1,0,0,0,0,add,00154396,Frullato,-3.7143,-3.5,0.2143,
-2.0,2,0,0,0,0,2008.9,1,18.3857142857143,0,9.0,0,69.98571428571431,0,25.1,0,8.8,0,32.914285714285995,0,1.8428571428571,0,0.73714285714284,0,2.0,267.857142857143,0,0.714285714285714,0,0.0,1,12.1428571428571,0,8.57142857142857,0,2.85714285714286,0,0.714285714285714,0,0.00357142857142857,0,0.00142857142857143,0,1,0,0,0,replace,00125307,Blueberries,-2.0,0.5,2.5,0018627102342
-0.125,8,0,0,2,0,9131.48573780969,0,97.85714349292623,0,12.83333349227903,1,208.99047619047627,0,19.12333333333337,0,26.961904761904698,1,124.6904761904759,0,28.181266666666687,1,11.2214,1,0.0,0.0,0,3.43333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,14.7333333333333,0,16.4012666666667,0,6.5564,0,0,0,1,0,remove,0011110787934,Mackerel,-0.125,-0.1429,-0.0179,
-1.5,6,0,0,0,0,4896.737089201876,0,11.6,0,8.6433333333333,0,162.039436619718,0,58.606103286384695,0,23.5666666666667,1,89.96666666666701,0,2.54179342723006,1,1.016717370892024,1,-2.0,516.161616161616,0,2.02020202020202,0,0.505050505050505,0,19.1919191919192,0,3.03030303030303,0,1.51515151515152,0,6.06060606060606,0,1.60353535353535,0,0.641414141414141,0,0,0,0,0,replace,0011110657701,Spicy Roll - Shrimp,-1.5,-1.0,0.5,0013342031281
-1.375,8,0,0,0,0,6254.339367484128,1,30.743154363295012,1,8.265525649233101,1,258.24694021795113,0,133.4609524286361,1,7.3,1,39.728510137472966,1,3.550508946251771,1,1.4202035785007074,1,-4.0,1700.0,0,0.0,0,0.0,1,100.0,0,95.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,remove,0011137506013,Honeycomb Bites,-1.375,-1.0,0.375,
-1.5555555555555556,9,2,0,0,1,10191.153731693075,0,65.5517466231952,0,25.84503959012575,0,415.53164118082066,0,221.9811318118305,0,18.916534699580808,1,32.52944164186027,0,1.4856765591104562,0,1.124774163467191,0,-4.0,900.0,0,16.6666666666667,0,8.33333333333333,0,16.6666666666667,0,16.6666666666667,0,0.0,1,0.0,0,0.0,1,0.0,1,0,0,0,0,add,0011110809032,extra creamy dairy whipped topping,-1.5556,-1.8,-0.2444,
0.0,5,1,0,0,0,3421.06647368422,1,37.7330368421053,1,12.66891578947368,1,150.37361052631599,1,86.443489473684,1,32.478947368421004,1,67.544773684211,0,0.9489920921052699,1,0.379596836842108,1,-1.0,2065.78947368422,0,7.8947368421053,0,0.52631578947368,0,73.684210526316,0,26.315789473684,0,31.578947368421,0,15.789473684211,0,0.39473684210527,0,0.157894736842108,0,0,0,0,0,remove,00100925,Green Tea Smoothie Mix,0.0,0.25,0.25,
-0.6666666666666666,3,0,0,0,1,3668.43609706221,0,30.88184904873951,0,20.0,0,74.5479238991608,0,2.0,0,42.3287543394965,0,54.109584779832204,0,4.8181933932773156,0,1.927277357310927,0,-6.0,1936.66666666666,0,13.333333333333,0,6.6666666666667,0,76.666666666667,0,26.666666666667,0,3.3333333333333,0,6.6666666666667,0,0.79166666666667,0,0.316666666666668,0,0,0,0,0,add,0013562042302,Annies homegrown cookies cocoa and vanilla,-0.6667,-2.0,-1.3333,
-1.0,9,0,0,0,0,14137.361413010647,0,210.9980950314658,0,28.36142860321768,1,229.0223804119655,0,57.82809528577892,1,18.966666825612382,1,134.4304761904762,0,1.438190476190476,1,0.57527619047619,1,-8.0,2309.52380952381,0,28.5714285714286,0,11.9047619047619,0,66.6666666666667,0,33.3333333333333,0,4.76190476190476,0,4.76190476190476,0,0.476190476190476,0,0.19047619047619,0,0,0,0,0,remove,0014100043706,Milano dark chocolate cookie,-1.0,-0.125,0.875,
-1.6,10,0,0,0,1,12263.386327843957,0,78.97242934091717,0,16.47231468633884,1,435.07300751126843,0,139.2370893670639,0,27.366398245592233,1,108.64504917004759,0,9.207331553192454,1,3.682932621276983,1,-3.0,2028.57142857143,0,28.5714285714286,0,0.0,1,57.1428571428571,0,0.0,1,0.0,1,0.0,0,1.27,0,0.508,0,0,0,0,0,replace,0015000048327,Gerber lil crunchies tomato imp,-1.6,-2.2,-0.6,0011110897329
-2.3,10,0,0,0,0,15441.099172727269,0,120.9018242424242,0,43.0,1,558.3311242424243,0,231.46881818181822,0,49.34302133617421,1,67.5625393939394,0,5.885558977272726,1,2.3542235909090907,1,-4.0,1715.7913,0,5.2632,0,0.0,0,78.9474,0,23.6842,0,0.0,1,10.5263,0,0.888158,0,0.3552632,0,0,0,0,0,remove,0018627112808,Organic Cinnamon Super Loops,-2.3,-2.1111,0.1889,
-1.3333333333333333,3,0,0,0,0,1865.916666666667,0,0.2,0,0.0,1,97.6715686274509,0,84.66176470588235,0,0.416666666666667,1,11.456862745098043,0,0.09344362745098043,0,0.037377450980392135,0,-3.0,1313.0,0,0.2,0,0.0,0,75.0,0,66.5,0,0.0,1,1.8,0,0.0,0,0.0,0,0,0,0,0,remove,0009450287001,Natural Dates,-1.3333,-0.5,0.8333,
